"Parameter","Value"
"B11_1",-0.0193353332579136
"B11_2",-0.108172796666622
"log_B12_delta_1",-1.14289450645447
"log_B12_delta_2",-0.443875312805176
"B21d_1",0.337362557649612
"B21d_2",0.253179937601089
"B22d_1",0.115194082260132
"B22d_2",0.258749932050705
"B31_1",0.000642102095298469
"B31_2",0.139118894934654
"B32_1",0.244394212961197
"B32_2",0.437144607305527
"Lmd1f1",0.935638129711151
"Lmd1f2",0.853198230266571
"Lmd1f3",1.1041271686554
"Lmd1f4",1.39884293079376
"Lmd2f_1",-1.49707102775574
"Lmd2f_2",2.44051551818848
"log_Qd_1",-1.4673455953598
"log_Qd_2",-1.52658665180206
"log_R1d_1",-1.12033307552338
"log_R1d_2",-0.819921731948853
"log_R1d_3",-0.461437314748764
"log_R1d_4",-1.28129577636719
"log_R1d_5",-1.46185660362244
"log_R1d_6",-0.867734611034393
"log_R2d_1",-1.21105301380157
"log_R2d_2",-0.0296224635094404
"log_R2d_3",3.88851714134216
"gamma1",3.86189389228821
"gamma2_1",-1.25024569034576
"gamma2_2",-1.48751091957092
"gamma3",1.47178256511688
"gamma4_1",-4.99557781219482
"gamma4_2",-3.27349328994751
"logit_tP_SB",0.918234765529633
