"Parameter","Value"
"B11_1",-0.0235062036663294
"B11_2",-0.08235102891922
"log_B12_delta_1",-0.744368553161621
"log_B12_delta_2",-0.783990859985352
"B21d_1",0.289323657751083
"B21d_2",0.312446296215057
"B22d_1",0.385114729404449
"B22d_2",0.606161713600159
"B31_1",-0.368267059326172
"B31_2",-0.413578927516937
"B32_1",-0.335095584392548
"B32_2",-0.466150760650635
"Lmd1f1",0.920009970664978
"Lmd1f2",0.745268106460571
"Lmd1f3",1.06512212753296
"Lmd1f4",1.41300427913666
"Lmd2f_1",1.51019513607025
"Lmd2f_2",0.385278016328812
"log_Qd_1",-1.50521147251129
"log_Qd_2",-1.37212085723877
"log_R1d_1",-1.23694622516632
"log_R1d_2",-0.947327375411987
"log_R1d_3",-0.573890209197998
"log_R1d_4",-1.13221800327301
"log_R1d_5",-1.50017750263214
"log_R1d_6",-0.825656592845917
"log_R2d_1",1.34377539157867
"log_R2d_2",-0.783174872398376
"log_R2d_3",1.75253248214722
"gamma1",2.97108006477356
"gamma2_1",-0.19987316429615
"gamma2_2",-0.740054130554199
"gamma3",-2.17021918296814
"gamma4_1",-0.625575363636017
"gamma4_2",1.51881182193756
"logit_tP_SB",-1.5363233089447
