"Parameter","Value"
"B11_1",0.0444299280643463
"B11_2",-0.104655064642429
"log_B12_delta_1",-1.10433340072632
"log_B12_delta_2",-0.054638147354126
"B21d_1",0.450742721557617
"B21d_2",0.376467674970627
"B22d_1",0.474675834178925
"B22d_2",0.233856976032257
"B31_1",-0.0333671420812607
"B31_2",0.300463318824768
"B32_1",0.163155257701874
"B32_2",0.492902249097824
"Lmd1f1",1.15251898765564
"Lmd1f2",0.876729428768158
"Lmd1f3",1.12581205368042
"Lmd1f4",1.40498948097229
"Lmd2f_1",1.74640870094299
"Lmd2f_2",3.3057861328125
"log_Qd_1",-1.81329476833344
"log_Qd_2",-1.67916965484619
"log_R1d_1",-1.06645524501801
"log_R1d_2",-0.986650109291077
"log_R1d_3",-0.439314246177673
"log_R1d_4",-1.32249081134796
"log_R1d_5",-1.3596830368042
"log_R1d_6",-0.76975029706955
"log_R2d_1",-1.26134645938873
"log_R2d_2",3.4821674823761
"log_R2d_3",0.516574442386627
"gamma1",3.42922353744507
"gamma2_1",-0.168879389762878
"gamma2_2",-0.671191990375519
"gamma3",-0.391107171773911
"gamma4_1",-2.05253982543945
"gamma4_2",3.12645626068115
"logit_tP_SB",-3.56958770751953
