"Parameter","Value"
"B11_1",-0.440804004669189
"B11_2",-0.369042277336121
"log_B12_delta_1",-0.548423767089844
"log_B12_delta_2",-0.790690183639526
"B21d_1",0.00415170565247536
"B21d_2",0.00644788006320596
"B22d_1",0.427432298660278
"B22d_2",0.566183686256409
"B31_1",-0.778516292572021
"B31_2",-0.483177304267883
"B32_1",-0.00850223377346992
"B32_2",-0.214457765221596
"Lmd1f1",0.920409202575684
"Lmd1f2",0.628241717815399
"Lmd1f3",1.03483545780182
"Lmd1f4",1.37921524047852
"Lmd2f_1",1.70528531074524
"Lmd2f_2",1.88733184337616
"log_Qd_1",-1.53638672828674
"log_Qd_2",-1.24107527732849
"log_R1d_1",-1.37206339836121
"log_R1d_2",-0.820338487625122
"log_R1d_3",-0.413898974657059
"log_R1d_4",-1.27571785449982
"log_R1d_5",-1.46434450149536
"log_R1d_6",-0.803662002086639
"log_R2d_1",-0.188894614577293
"log_R2d_2",-0.691253900527954
"log_R2d_3",2.49685835838318
"gamma1",-0.0623802356421947
"gamma2_1",-0.114090234041214
"gamma2_2",1.07575011253357
"gamma3",-1.69427752494812
"gamma4_1",-0.711918532848358
"gamma4_2",0.131244957447052
"logit_tP_SB",-3.21178412437439
