"Parameter","Value"
"B11_1",0.0921942889690399
"B11_2",-0.0450992770493031
"log_B12_delta_1",-0.848218858242035
"log_B12_delta_2",-0.137012526392937
"B21d_1",0.2530896961689
"B21d_2",0.219278693199158
"B22d_1",0.427222818136215
"B22d_2",0.24055115878582
"B31_1",0.0111943949013948
"B31_2",0.171878799796104
"B32_1",0.488177269697189
"B32_2",0.387689203023911
"Lmd1f1",0.95205682516098
"Lmd1f2",0.631109774112701
"Lmd1f3",1.12629270553589
"Lmd1f4",1.4536474943161
"Lmd2f_1",1.06284034252167
"Lmd2f_2",2.59600925445557
"log_Qd_1",-1.43920373916626
"log_Qd_2",-1.55512499809265
"log_R1d_1",-1.42838752269745
"log_R1d_2",-0.891019344329834
"log_R1d_3",-0.516665637493134
"log_R1d_4",-1.31362068653107
"log_R1d_5",-1.41062045097351
"log_R1d_6",-0.632755219936371
"log_R2d_1",-0.62946093082428
"log_R2d_2",1.67541337013245
"log_R2d_3",1.14523994922638
"gamma1",4.12650585174561
"gamma2_1",0.0194109193980694
"gamma2_2",-2.21957278251648
"gamma3",1.18379485607147
"gamma4_1",-2.5383415222168
"gamma4_2",-2.31398892402649
"logit_tP_SB",-2.04261350631714
