"Parameter","Value"
"B11_1",0.0624151490628719
"B11_2",-0.00929132848978043
"log_B12_delta_1",-1.38010168075562
"log_B12_delta_2",-1.80521512031555
"B21d_1",0.29596284031868
"B21d_2",0.262280434370041
"B22d_1",0.500873267650604
"B22d_2",0.805432081222534
"B31_1",0.0447240881621838
"B31_2",0.434343665838242
"B32_1",0.421642929315567
"B32_2",0.299638003110886
"Lmd1f1",1.19265234470367
"Lmd1f2",0.669346153736115
"Lmd1f3",1.05321753025055
"Lmd1f4",1.49156808853149
"Lmd2f_1",-3.1983368396759
"Lmd2f_2",-0.265907824039459
"log_Qd_1",-1.79114615917206
"log_Qd_2",-1.57492661476135
"log_R1d_1",-1.0756276845932
"log_R1d_2",-0.930944561958313
"log_R1d_3",-0.362739086151123
"log_R1d_4",-1.38185262680054
"log_R1d_5",-1.35351634025574
"log_R1d_6",-0.876877069473267
"log_R2d_1",-0.258583396673203
"log_R2d_2",0.112238921225071
"log_R2d_3",2.34486436843872
"gamma1",4.41724872589111
"gamma2_1",-0.017223846167326
"gamma2_2",-1.692711353302
"gamma3",-1.95311295986176
"gamma4_1",0.757239818572998
"gamma4_2",-0.296786904335022
"logit_tP_SB",-2.54578351974487
