"Parameter","Value"
"B11_1",0.0874351635575294
"B11_2",-0.0605628862977028
"log_B12_delta_1",-1.21964621543884
"log_B12_delta_2",-0.0252363476902246
"B21d_1",0.314135044813156
"B21d_2",0.177821546792984
"B22d_1",0.547275722026825
"B22d_2",0.279635488986969
"B31_1",0.088226817548275
"B31_2",-0.280953288078308
"B32_1",-0.264143645763397
"B32_2",0.000865095644257963
"Lmd1f1",1.04252767562866
"Lmd1f2",0.758466720581055
"Lmd1f3",1.10378503799438
"Lmd1f4",1.29179239273071
"Lmd2f_1",2.32840871810913
"Lmd2f_2",-2.28006982803345
"log_Qd_1",-1.75330030918121
"log_Qd_2",-1.4993087053299
"log_R1d_1",-1.19597685337067
"log_R1d_2",-0.778810083866119
"log_R1d_3",-0.505704343318939
"log_R1d_4",-1.28657042980194
"log_R1d_5",-1.47779858112335
"log_R1d_6",-0.711041152477264
"log_R2d_1",1.93551015853882
"log_R2d_2",-0.0108142979443073
"log_R2d_3",0.563300848007202
"gamma1",4.09116792678833
"gamma2_1",-0.722141087055206
"gamma2_2",-2.75922060012817
"gamma3",-0.485666215419769
"gamma4_1",2.80838179588318
"gamma4_2",2.35982036590576
"logit_tP_SB",-0.1278395652771
