"Parameter","Value"
"B11_1",0.029932614415884
"B11_2",-0.11338347941637
"log_B12_delta_1",-1.47575461864471
"log_B12_delta_2",-0.0487259179353714
"B21d_1",0.415730744600296
"B21d_2",0.221273630857468
"B22d_1",0.602347016334534
"B22d_2",0.278771609067917
"B31_1",0.0453281030058861
"B31_2",0.156777605414391
"B32_1",0.126655057072639
"B32_2",0.105111688375473
"Lmd1f1",0.993971526622772
"Lmd1f2",0.743787467479706
"Lmd1f3",1.08211946487427
"Lmd1f4",1.44630300998688
"Lmd2f_1",2.33940744400024
"Lmd2f_2",4.0431022644043
"log_Qd_1",-1.60841524600983
"log_Qd_2",-1.50540137290955
"log_R1d_1",-1.19779717922211
"log_R1d_2",-0.854632019996643
"log_R1d_3",-0.571174144744873
"log_R1d_4",-1.23714208602905
"log_R1d_5",-1.34752595424652
"log_R1d_6",-0.880574822425842
"log_R2d_1",-1.76026606559753
"log_R2d_2",2.82264041900635
"log_R2d_3",2.06608819961548
"gamma1",3.53552722930908
"gamma2_1",0.494867026805878
"gamma2_2",0.854069471359253
"gamma3",-1.94655930995941
"gamma4_1",0.0349335372447968
"gamma4_2",1.32362520694733
"logit_tP_SB",-4.1480073928833
