"Parameter","Value"
"B11_1",-0.105939656496048
"B11_2",-0.0956650823354721
"log_B12_delta_1",-0.8807053565979
"log_B12_delta_2",-0.0288693346083164
"B21d_1",0.337089359760284
"B21d_2",0.261448234319687
"B22d_1",0.414863646030426
"B22d_2",0.275796741247177
"B31_1",-0.169374018907547
"B31_2",-0.35983869433403
"B32_1",-0.262331575155258
"B32_2",-0.239880830049515
"Lmd1f1",1.00509238243103
"Lmd1f2",0.744702756404877
"Lmd1f3",1.02120292186737
"Lmd1f4",1.28836870193481
"Lmd2f_1",2.8221652507782
"Lmd2f_2",3.33280682563782
"log_Qd_1",-1.5510880947113
"log_Qd_2",-1.4990861415863
"log_R1d_1",-1.23397088050842
"log_R1d_2",-0.915591895580292
"log_R1d_3",-0.599712669849396
"log_R1d_4",-1.23815226554871
"log_R1d_5",-1.42062926292419
"log_R1d_6",-0.785112917423248
"log_R2d_1",1.26391112804413
"log_R2d_2",-1.33618700504303
"log_R2d_3",1.87389838695526
"gamma1",3.6674542427063
"gamma2_1",1.11387646198273
"gamma2_2",-1.07523989677429
"gamma3",-0.500218510627747
"gamma4_1",0.260544747114182
"gamma4_2",0.395608425140381
"logit_tP_SB",-3.13536334037781
