"Parameter","Value"
"B11_1",0.0464129522442818
"B11_2",-0.0483818091452122
"log_B12_delta_1",-1.75906157493591
"log_B12_delta_2",-0.686956703662872
"B21d_1",0.353723108768463
"B21d_2",0.262622326612473
"B22d_1",0.692542135715485
"B22d_2",0.575056672096252
"B31_1",-0.0579389184713364
"B31_2",0.241348713636398
"B32_1",0.111919440329075
"B32_2",0.1977748721838
"Lmd1f1",0.885899722576141
"Lmd1f2",0.627443969249725
"Lmd1f3",1.15408432483673
"Lmd1f4",1.55609846115112
"Lmd2f_1",-2.49054837226868
"Lmd2f_2",-0.979602873325348
"log_Qd_1",-1.57161152362823
"log_Qd_2",-1.63539755344391
"log_R1d_1",-1.2706686258316
"log_R1d_2",-0.7919100522995
"log_R1d_3",-0.584573090076447
"log_R1d_4",-1.26017904281616
"log_R1d_5",-1.40898430347443
"log_R1d_6",-0.764714658260345
"log_R2d_1",-0.513889312744141
"log_R2d_2",0.318131148815155
"log_R2d_3",2.51716899871826
"gamma1",3.42720055580139
"gamma2_1",0.726400315761566
"gamma2_2",0.938954889774323
"gamma3",-0.911456644535065
"gamma4_1",-0.863321840763092
"gamma4_2",0.418837368488312
"logit_tP_SB",-3.09045267105103
