"Parameter","Value"
"B11_1",-0.0469803623855114
"B11_2",-0.125370278954506
"log_B12_delta_1",-0.594245493412018
"log_B12_delta_2",-0.0438380911946297
"B21d_1",0.29105669260025
"B21d_2",0.281450480222702
"B22d_1",0.386857151985168
"B22d_2",0.263916194438934
"B31_1",0.0557120554149151
"B31_2",-0.631293892860413
"B32_1",0.00298143457621336
"B32_2",-0.0794887319207191
"Lmd1f1",1.14031720161438
"Lmd1f2",0.906899929046631
"Lmd1f3",0.971441268920898
"Lmd1f4",1.44869863986969
"Lmd2f_1",5.84638738632202
"Lmd2f_2",-0.0270193107426167
"log_Qd_1",-1.76789104938507
"log_Qd_2",-1.4797180891037
"log_R1d_1",-0.990152597427368
"log_R1d_2",-1.00238645076752
"log_R1d_3",-0.668472766876221
"log_R1d_4",-1.16084969043732
"log_R1d_5",-1.27460646629333
"log_R1d_6",-0.807382822036743
"log_R2d_1",2.5429847240448
"log_R2d_2",-1.19718611240387
"log_R2d_3",2.78505229949951
"gamma1",3.76505374908447
"gamma2_1",-0.449978291988373
"gamma2_2",-2.58502459526062
"gamma3",-0.00958853960037231
"gamma4_1",1.03052043914795
"gamma4_2",-4.04424381256104
"logit_tP_SB",-2.57560205459595
