"Parameter","Value"
"B11_1",0.0777439773082733
"B11_2",-0.0531857945024967
"log_B12_delta_1",-1.26066958904266
"log_B12_delta_2",0.0481558218598366
"B21d_1",0.299438416957855
"B21d_2",0.312313735485077
"B22d_1",0.594549596309662
"B22d_2",0.27645006775856
"B31_1",0.0135223129764199
"B31_2",0.342399805784225
"B32_1",0.119928911328316
"B32_2",0.238563880324364
"Lmd1f1",1.13167440891266
"Lmd1f2",0.839638710021973
"Lmd1f3",1.01698410511017
"Lmd1f4",1.36252081394196
"Lmd2f_1",-4.42301321029663
"Lmd2f_2",0.514020144939423
"log_Qd_1",-1.80054843425751
"log_Qd_2",-1.53004586696625
"log_R1d_1",-1.03838610649109
"log_R1d_2",-0.832465887069702
"log_R1d_3",-0.563852190971375
"log_R1d_4",-1.17909479141235
"log_R1d_5",-1.38590729236603
"log_R1d_6",-0.883309841156006
"log_R2d_1",-1.05279922485352
"log_R2d_2",0.509258210659027
"log_R2d_3",1.78667676448822
"gamma1",3.50092577934265
"gamma2_1",0.422875374555588
"gamma2_2",0.720563888549805
"gamma3",-0.515645205974579
"gamma4_1",0.612948417663574
"gamma4_2",1.39946901798248
"logit_tP_SB",-6.3270001411438
