"Parameter","Value"
"B11_1",-0.0657173469662666
"B11_2",-0.0564323775470257
"log_B12_delta_1",-0.431650042533875
"log_B12_delta_2",0.0776764526963234
"B21d_1",0.180490210652351
"B21d_2",0.27545964717865
"B22d_1",0.2280642837286
"B22d_2",0.19449757039547
"B31_1",0.00795241259038448
"B31_2",-0.202645838260651
"B32_1",0.0504021979868412
"B32_2",-0.0267702806740999
"Lmd1f1",1.00126719474792
"Lmd1f2",0.803510010242462
"Lmd1f3",1.14989042282104
"Lmd1f4",1.42141973972321
"Lmd2f_1",2.63660454750061
"Lmd2f_2",2.75015783309937
"log_Qd_1",-1.59786319732666
"log_Qd_2",-1.57137989997864
"log_R1d_1",-1.36858320236206
"log_R1d_2",-0.724539458751678
"log_R1d_3",-0.445661902427673
"log_R1d_4",-1.1098906993866
"log_R1d_5",-1.4395911693573
"log_R1d_6",-0.683144688606262
"log_R2d_1",2.91111612319946
"log_R2d_2",-1.10370993614197
"log_R2d_3",0.481785953044891
"gamma1",4.24922561645508
"gamma2_1",-1.57392227649689
"gamma2_2",-1.52582049369812
"gamma3",1.6573920249939
"gamma4_1",2.7360634803772
"gamma4_2",3.53372645378113
"logit_tP_SB",-0.27784189581871
