"Parameter","Value"
"B11_1",-0.171375244855881
"B11_2",-0.40320560336113
"log_B12_delta_1",-1.25622546672821
"log_B12_delta_2",-0.817551612854004
"B21d_1",0.0244918987154961
"B21d_2",0.0418051443994045
"B22d_1",0.427750736474991
"B22d_2",0.374314546585083
"B31_1",0.0170631855726242
"B31_2",0.0668249279260635
"B32_1",0.0385977141559124
"B32_2",0.210157871246338
"Lmd1f1",1.02081501483917
"Lmd1f2",0.929701268672943
"Lmd1f3",1.03862738609314
"Lmd1f4",1.39291405677795
"Lmd2f_1",-1.47945368289948
"Lmd2f_2",0.400952935218811
"log_Qd_1",-1.48802447319031
"log_Qd_2",-1.13247454166412
"log_R1d_1",-1.06842255592346
"log_R1d_2",-0.867038786411285
"log_R1d_3",-0.576769471168518
"log_R1d_4",-1.28602480888367
"log_R1d_5",-1.34749019145966
"log_R1d_6",-0.832792460918427
"log_R2d_1",-0.865868270397186
"log_R2d_2",1.03037703037262
"log_R2d_3",2.32384467124939
"gamma1",-1.57519912719727
"gamma2_1",-0.336048692464828
"gamma2_2",0.161804050207138
"gamma3",-2.02211880683899
"gamma4_1",-2.41490459442139
"gamma4_2",-1.63847422599792
"logit_tP_SB",-5.00424289703369
