"Parameter","Value"
"B11_1",-0.0770212337374687
"B11_2",-0.104819610714912
"log_B12_delta_1",-0.804406344890594
"log_B12_delta_2",0.0797560885548592
"B21d_1",0.227383315563202
"B21d_2",0.220220416784286
"B22d_1",0.389716774225235
"B22d_2",0.096282921731472
"B31_1",-0.0452256575226784
"B31_2",-0.287419259548187
"B32_1",-0.341504096984863
"B32_2",-0.728016197681427
"Lmd1f1",1.0016028881073
"Lmd1f2",0.82020777463913
"Lmd1f3",1.15458738803864
"Lmd1f4",1.47391891479492
"Lmd2f_1",2.90807414054871
"Lmd2f_2",-0.122365467250347
"log_Qd_1",-1.49296164512634
"log_Qd_2",-1.67698502540588
"log_R1d_1",-1.34349644184113
"log_R1d_2",-0.856679081916809
"log_R1d_3",-0.587896049022675
"log_R1d_4",-1.22337532043457
"log_R1d_5",-1.46831715106964
"log_R1d_6",-0.776063621044159
"log_R2d_1",1.63061153888702
"log_R2d_2",-1.13627767562866
"log_R2d_3",1.39210546016693
"gamma1",3.44824242591858
"gamma2_1",1.02752709388733
"gamma2_2",-0.89220654964447
"gamma3",0.282469034194946
"gamma4_1",-0.691399812698364
"gamma4_2",-1.14605939388275
"logit_tP_SB",-4.74800872802734
