"Parameter","Value"
"B11_1",-0.0467571392655373
"B11_2",-0.0384230725467205
"log_B12_delta_1",-0.360649347305298
"log_B12_delta_2",-0.218038946390152
"B21d_1",0.249862402677536
"B21d_2",0.268086731433868
"B22d_1",0.212014019489288
"B22d_2",0.367205321788788
"B31_1",0.102769955992699
"B31_2",-0.523352980613708
"B32_1",-0.313655197620392
"B32_2",-0.921959400177002
"Lmd1f1",0.840049266815186
"Lmd1f2",0.756800711154938
"Lmd1f3",1.11366188526154
"Lmd1f4",1.5000091791153
"Lmd2f_1",3.51525378227234
"Lmd2f_2",-1.07570171356201
"log_Qd_1",-1.6046062707901
"log_Qd_2",-1.58573031425476
"log_R1d_1",-1.33438229560852
"log_R1d_2",-0.746937811374664
"log_R1d_3",-0.539852321147919
"log_R1d_4",-1.30917239189148
"log_R1d_5",-1.43313241004944
"log_R1d_6",-0.963448882102966
"log_R2d_1",1.20416140556335
"log_R2d_2",-0.581244647502899
"log_R2d_3",1.4255598783493
"gamma1",3.89578104019165
"gamma2_1",0.74690055847168
"gamma2_2",-1.3741489648819
"gamma3",0.284169673919678
"gamma4_1",-0.0381348505616188
"gamma4_2",-1.35201501846313
"logit_tP_SB",-2.4130334854126
