"Parameter","Value"
"B11_1",0.064945213496685
"B11_2",-0.0830199420452118
"log_B12_delta_1",-0.989604473114014
"log_B12_delta_2",-0.218977153301239
"B21d_1",0.2588731944561
"B21d_2",0.249142408370972
"B22d_1",0.366959720849991
"B22d_2",0.384074002504349
"B31_1",-0.0848759636282921
"B31_2",-0.317955523729324
"B32_1",-0.0225573312491179
"B32_2",-0.2957464158535
"Lmd1f1",1.09701764583588
"Lmd1f2",0.943318009376526
"Lmd1f3",1.0595908164978
"Lmd1f4",1.3535521030426
"Lmd2f_1",2.85660624504089
"Lmd2f_2",2.19068098068237
"log_Qd_1",-1.6388350725174
"log_Qd_2",-1.50144636631012
"log_R1d_1",-1.25830578804016
"log_R1d_2",-1.0208797454834
"log_R1d_3",-0.643570899963379
"log_R1d_4",-1.26974391937256
"log_R1d_5",-1.4339143037796
"log_R1d_6",-0.91005152463913
"log_R2d_1",-0.743446230888367
"log_R2d_2",-1.27495718002319
"log_R2d_3",2.2436740398407
"gamma1",3.6895318031311
"gamma2_1",0.112954393029213
"gamma2_2",-0.812228798866272
"gamma3",1.93344843387604
"gamma4_1",-3.30535173416138
"gamma4_2",-2.84093379974365
"logit_tP_SB",-1.41247200965881
