"Parameter","Value"
"B11_1",-0.0910263657569885
"B11_2",-0.0322119891643524
"log_B12_delta_1",-1.20289731025696
"log_B12_delta_2",-0.286925971508026
"B21d_1",0.225480392575264
"B21d_2",0.247847333550453
"B22d_1",0.657548308372498
"B22d_2",0.354567915201187
"B31_1",0.0405719317495823
"B31_2",0.153293907642365
"B32_1",0.0845221430063248
"B32_2",0.188111767172813
"Lmd1f1",1.04482471942902
"Lmd1f2",0.773760259151459
"Lmd1f3",1.10467922687531
"Lmd1f4",1.35031318664551
"Lmd2f_1",0.461775630712509
"Lmd2f_2",2.15978717803955
"log_Qd_1",-1.63618361949921
"log_Qd_2",-1.56463253498077
"log_R1d_1",-1.24587106704712
"log_R1d_2",-0.828407645225525
"log_R1d_3",-0.570184767246246
"log_R1d_4",-1.26589417457581
"log_R1d_5",-1.43670248985291
"log_R1d_6",-0.79501861333847
"log_R2d_1",-1.1177681684494
"log_R2d_2",1.77680480480194
"log_R2d_3",2.84867644309998
"gamma1",3.70540761947632
"gamma2_1",-1.63075160980225
"gamma2_2",-0.502302885055542
"gamma3",-0.0405646339058876
"gamma4_1",0.828935265541077
"gamma4_2",-0.463985770940781
"logit_tP_SB",-2.06260347366333
