"Parameter","Value"
"B11_1",-0.0117706889286637
"B11_2",-0.0820297598838806
"log_B12_delta_1",-1.40853273868561
"log_B12_delta_2",-0.527533710002899
"B21d_1",0.184231102466583
"B21d_2",0.278650373220444
"B22d_1",0.548884034156799
"B22d_2",0.601688325405121
"B31_1",-0.11113415658474
"B31_2",0.260077893733978
"B32_1",0.451098889112473
"B32_2",0.331724047660828
"Lmd1f1",1.1158252954483
"Lmd1f2",0.904673337936401
"Lmd1f3",1.00119709968567
"Lmd1f4",1.35360789299011
"Lmd2f_1",0.430446088314056
"Lmd2f_2",2.95177984237671
"log_Qd_1",-1.54148054122925
"log_Qd_2",-1.23777270317078
"log_R1d_1",-1.20617949962616
"log_R1d_2",-0.821860492229462
"log_R1d_3",-0.43824103474617
"log_R1d_4",-1.29478359222412
"log_R1d_5",-1.4009393453598
"log_R1d_6",-0.845039010047913
"log_R2d_1",-0.85292112827301
"log_R2d_2",2.06691241264343
"log_R2d_3",0.414050221443176
"gamma1",3.25933885574341
"gamma2_1",0.169748544692993
"gamma2_2",-0.259231984615326
"gamma3",-0.835773825645447
"gamma4_1",-0.489544063806534
"gamma4_2",1.0688990354538
"logit_tP_SB",-2.11272144317627
