"Parameter","Value"
"B11_1",0.0528880245983601
"B11_2",-0.111478075385094
"log_B12_delta_1",-1.1090499162674
"log_B12_delta_2",0.10356467217207
"B21d_1",0.273211091756821
"B21d_2",0.328018546104431
"B22d_1",0.474229156970978
"B22d_2",0.237132295966148
"B31_1",0.0612487010657787
"B31_2",-0.247732907533646
"B32_1",-0.141178846359253
"B32_2",-0.313418686389923
"Lmd1f1",1.02123153209686
"Lmd1f2",0.795220375061035
"Lmd1f3",1.0515410900116
"Lmd1f4",1.43590927124023
"Lmd2f_1",3.23114943504333
"Lmd2f_2",2.45236754417419
"log_Qd_1",-1.49552989006042
"log_Qd_2",-1.40243971347809
"log_R1d_1",-1.22973227500916
"log_R1d_2",-0.848830878734589
"log_R1d_3",-0.516140758991241
"log_R1d_4",-1.26285219192505
"log_R1d_5",-1.40065515041351
"log_R1d_6",-0.801295697689056
"log_R2d_1",2.08657121658325
"log_R2d_2",-0.935707986354828
"log_R2d_3",1.84212529659271
"gamma1",3.63390278816223
"gamma2_1",1.34609484672546
"gamma2_2",0.949068307876587
"gamma3",-0.605223536491394
"gamma4_1",-0.624289155006409
"gamma4_2",-2.28578186035156
"logit_tP_SB",-1.33161449432373
