"Parameter","Value"
"B11_1",0.116910740733147
"B11_2",-0.0658315271139145
"log_B12_delta_1",-0.906351387500763
"log_B12_delta_2",0.0935433059930801
"B21d_1",0.24397175014019
"B21d_2",0.229560136795044
"B22d_1",0.479959785938263
"B22d_2",0.194936871528625
"B31_1",0.0588786117732525
"B31_2",0.229211583733559
"B32_1",-0.0363970175385475
"B32_2",0.245974078774452
"Lmd1f1",0.979169905185699
"Lmd1f2",0.774404525756836
"Lmd1f3",1.08458614349365
"Lmd1f4",1.41434633731842
"Lmd2f_1",-1.81623697280884
"Lmd2f_2",2.52397561073303
"log_Qd_1",-1.50367391109467
"log_Qd_2",-1.47046458721161
"log_R1d_1",-1.08902502059937
"log_R1d_2",-0.890872538089752
"log_R1d_3",-0.569143772125244
"log_R1d_4",-1.24493801593781
"log_R1d_5",-1.42524194717407
"log_R1d_6",-0.892096161842346
"log_R2d_1",0.266387403011322
"log_R2d_2",0.430852919816971
"log_R2d_3",1.24874687194824
"gamma1",3.72107625007629
"gamma2_1",0.832985937595367
"gamma2_2",-0.795567512512207
"gamma3",-0.89304792881012
"gamma4_1",-2.85908603668213
"gamma4_2",1.18907117843628
"logit_tP_SB",0.201307937502861
