"Parameter","Value"
"B11_1",0.0259160958230495
"B11_2",-0.0829516872763634
"log_B12_delta_1",-0.854594767093658
"log_B12_delta_2",0.217933356761932
"B21d_1",0.246192917227745
"B21d_2",0.290319561958313
"B22d_1",0.390705764293671
"B22d_2",0.0811549425125122
"B31_1",-0.0983239486813545
"B31_2",0.119893722236156
"B32_1",0.0992012843489647
"B32_2",-0.242090851068497
"Lmd1f1",0.918940663337708
"Lmd1f2",0.658153295516968
"Lmd1f3",1.05544626712799
"Lmd1f4",1.38803470134735
"Lmd2f_1",2.02018284797668
"Lmd2f_2",2.81407809257507
"log_Qd_1",-1.59459280967712
"log_Qd_2",-1.42689692974091
"log_R1d_1",-1.28496408462524
"log_R1d_2",-0.761367380619049
"log_R1d_3",-0.525170087814331
"log_R1d_4",-1.24062073230743
"log_R1d_5",-1.47073566913605
"log_R1d_6",-0.775295913219452
"log_R2d_1",-1.82748425006866
"log_R2d_2",3.15158033370972
"log_R2d_3",0.186499685049057
"gamma1",3.9814817905426
"gamma2_1",-0.389774441719055
"gamma2_2",-0.628799796104431
"gamma3",-0.65203320980072
"gamma4_1",2.39982652664185
"gamma4_2",1.10727632045746
"logit_tP_SB",-1.60827887058258
