"Parameter","Value"
"B11_1",0.0285386573523283
"B11_2",-0.143588423728943
"log_B12_delta_1",-1.30943822860718
"log_B12_delta_2",-0.206336051225662
"B21d_1",0.306261122226715
"B21d_2",0.249347776174545
"B22d_1",0.525052130222321
"B22d_2",0.425813019275665
"B31_1",-0.0414263680577278
"B31_2",0.264009684324265
"B32_1",0.255686640739441
"B32_2",0.0482138246297836
"Lmd1f1",1.08754551410675
"Lmd1f2",0.622207701206207
"Lmd1f3",1.12679755687714
"Lmd1f4",1.36382830142975
"Lmd2f_1",-2.36757707595825
"Lmd2f_2",1.97396421432495
"log_Qd_1",-1.55602514743805
"log_Qd_2",-1.53255069255829
"log_R1d_1",-1.26564729213715
"log_R1d_2",-0.814676463603973
"log_R1d_3",-0.455410450696945
"log_R1d_4",-1.27946102619171
"log_R1d_5",-1.56902480125427
"log_R1d_6",-0.887470066547394
"log_R2d_1",0.0231584832072258
"log_R2d_2",0.199921399354935
"log_R2d_3",1.81613624095917
"gamma1",3.4732985496521
"gamma2_1",1.26846098899841
"gamma2_2",-0.940898478031158
"gamma3",-1.18470513820648
"gamma4_1",-0.48954913020134
"gamma4_2",3.23526430130005
"logit_tP_SB",-0.218177527189255
