"Parameter","Value"
"B11_1",-0.0369605831801891
"B11_2",-0.0880838111042976
"log_B12_delta_1",-0.660516381263733
"log_B12_delta_2",-0.00268989056348801
"B21d_1",0.326821982860565
"B21d_2",0.128152906894684
"B22d_1",0.393647074699402
"B22d_2",0.242434218525887
"B31_1",-0.00967469718307257
"B31_2",0.145306050777435
"B32_1",0.0412812680006027
"B32_2",0.0348060093820095
"Lmd1f1",0.931233406066895
"Lmd1f2",0.706402897834778
"Lmd1f3",1.08707857131958
"Lmd1f4",1.36058390140533
"Lmd2f_1",-0.327361673116684
"Lmd2f_2",2.77707719802856
"log_Qd_1",-1.58182978630066
"log_Qd_2",-1.51054787635803
"log_R1d_1",-1.25208520889282
"log_R1d_2",-0.783934414386749
"log_R1d_3",-0.415656626224518
"log_R1d_4",-1.35797691345215
"log_R1d_5",-1.34012699127197
"log_R1d_6",-0.830748021602631
"log_R2d_1",-2.62936353683472
"log_R2d_2",2.34214067459106
"log_R2d_3",1.36491858959198
"gamma1",4.43580198287964
"gamma2_1",1.56001579761505
"gamma2_2",-0.847854375839233
"gamma3",-0.0361053049564362
"gamma4_1",1.52258086204529
"gamma4_2",0.533211529254913
"logit_tP_SB",-2.1151385307312
