"Parameter","Value"
"B11_1",-0.023246118798852
"B11_2",-0.0814171209931374
"log_B12_delta_1",-1.08075904846191
"log_B12_delta_2",0.0117157958447933
"B21d_1",0.234269142150879
"B21d_2",0.378454178571701
"B22d_1",0.589411377906799
"B22d_2",0.233331352472305
"B31_1",-0.0195828583091497
"B31_2",-0.378867268562317
"B32_1",-0.0731926411390305
"B32_2",-0.106581456959248
"Lmd1f1",1.12264215946198
"Lmd1f2",0.922839999198914
"Lmd1f3",1.14367997646332
"Lmd1f4",1.39928567409515
"Lmd2f_1",3.43465566635132
"Lmd2f_2",-0.440778225660324
"log_Qd_1",-1.92150509357452
"log_Qd_2",-1.54766321182251
"log_R1d_1",-1.13609790802002
"log_R1d_2",-0.81170916557312
"log_R1d_3",-0.617685258388519
"log_R1d_4",-1.24374711513519
"log_R1d_5",-1.43121242523193
"log_R1d_6",-0.896295547485352
"log_R2d_1",2.48995351791382
"log_R2d_2",-1.13859081268311
"log_R2d_3",2.0238094329834
"gamma1",3.3278181552887
"gamma2_1",-0.705747067928314
"gamma2_2",-0.244103357195854
"gamma3",1.55057191848755
"gamma4_1",-2.556556224823
"gamma4_2",-0.877424240112305
"logit_tP_SB",-1.90176665782928
