"Parameter","Value"
"B11_1",0.116821460425854
"B11_2",-0.0609828941524029
"log_B12_delta_1",-1.10349977016449
"log_B12_delta_2",-0.0810365378856659
"B21d_1",0.300538599491119
"B21d_2",0.307547599077225
"B22d_1",0.467825591564178
"B22d_2",0.340402007102966
"B31_1",-0.0557207278907299
"B31_2",0.293251782655716
"B32_1",-0.0242683012038469
"B32_2",0.133525505661964
"Lmd1f1",1.09538209438324
"Lmd1f2",0.66092324256897
"Lmd1f3",1.0316321849823
"Lmd1f4",1.28682565689087
"Lmd2f_1",-2.54361081123352
"Lmd2f_2",4.55746507644653
"log_Qd_1",-1.4259147644043
"log_Qd_2",-1.60319030284882
"log_R1d_1",-1.20730757713318
"log_R1d_2",-0.937914550304413
"log_R1d_3",-0.507160007953644
"log_R1d_4",-1.23188471794128
"log_R1d_5",-1.45438516139984
"log_R1d_6",-0.713568150997162
"log_R2d_1",-0.92924964427948
"log_R2d_2",-0.465624392032623
"log_R2d_3",3.16402459144592
"gamma1",3.26763892173767
"gamma2_1",0.424851566553116
"gamma2_2",-0.0461324714124203
"gamma3",-0.975666463375092
"gamma4_1",0.604878544807434
"gamma4_2",4.48163318634033
"logit_tP_SB",-3.74227952957153
