"Mean_Sens_Obs","Mean_Spec_Obs","Mean_Sens_Fore","Mean_Spec_Fore","Mean_Sens_All","Mean_Spec_All"
0.591071221862921,0.951010951492082,0.855884769405718,0.940880258535582,0.778028682775236,0.94680626565356
