"Parameter","Value"
"B11_1",0.00974296592175961
"B11_2",-0.130776181817055
"log_B12_delta_1",-1.76905739307404
"log_B12_delta_2",-0.114683799445629
"B21d_1",0.308609575033188
"B21d_2",0.158938452601433
"B22d_1",0.693604707717896
"B22d_2",0.266621679067612
"B31_1",-0.0830782875418663
"B31_2",-0.45446053147316
"B32_1",-0.186131909489632
"B32_2",-0.873186826705933
"Lmd1f1",1.11787497997284
"Lmd1f2",0.967453837394714
"Lmd1f3",1.12213242053986
"Lmd1f4",1.44207203388214
"Lmd2f_1",3.90929675102234
"Lmd2f_2",-0.577102363109589
"log_Qd_1",-1.84662306308746
"log_Qd_2",-1.47645819187164
"log_R1d_1",-1.09114873409271
"log_R1d_2",-0.941740274429321
"log_R1d_3",-0.564630091190338
"log_R1d_4",-1.33954322338104
"log_R1d_5",-1.50642216205597
"log_R1d_6",-0.907530903816223
"log_R2d_1",1.23232686519623
"log_R2d_2",-2.12944555282593
"log_R2d_3",2.0296688079834
"gamma1",3.7827410697937
"gamma2_1",-0.687311589717865
"gamma2_2",-2.77001810073853
"gamma3",-1.73750948905945
"gamma4_1",-1.02778708934784
"gamma4_2",-1.57835364341736
"logit_tP_SB",0.407577872276306
