"Parameter","Value"
"B11_1",0.0492306463420391
"B11_2",-0.132161289453506
"log_B12_delta_1",-1.4013260602951
"log_B12_delta_2",-0.375036776065826
"B21d_1",0.221411541104317
"B21d_2",0.102819979190826
"B22d_1",0.547433257102966
"B22d_2",0.415853083133698
"B31_1",0.0486065596342087
"B31_2",-0.281575590372086
"B32_1",-0.123708799481392
"B32_2",-0.0958274006843567
"Lmd1f1",1.00479698181152
"Lmd1f2",0.670409977436066
"Lmd1f3",1.12316191196442
"Lmd1f4",1.46926653385162
"Lmd2f_1",2.12422680854797
"Lmd2f_2",2.12616443634033
"log_Qd_1",-1.52979135513306
"log_Qd_2",-1.64470279216766
"log_R1d_1",-1.32390868663788
"log_R1d_2",-0.96015202999115
"log_R1d_3",-0.642786622047424
"log_R1d_4",-1.40420341491699
"log_R1d_5",-1.52476620674133
"log_R1d_6",-0.681517064571381
"log_R2d_1",1.02772700786591
"log_R2d_2",-1.2890213727951
"log_R2d_3",1.41522431373596
"gamma1",3.28121590614319
"gamma2_1",0.539723992347717
"gamma2_2",-0.828420460224152
"gamma3",0.528663873672485
"gamma4_1",1.9457061290741
"gamma4_2",0.869005799293518
"logit_tP_SB",-1.01427495479584
