"Parameter","Value"
"B11_1",-0.0197338424623013
"B11_2",-0.143132656812668
"log_B12_delta_1",-0.99783992767334
"log_B12_delta_2",-0.172942876815796
"B21d_1",0.347357153892517
"B21d_2",0.310206741094589
"B22d_1",0.501731812953949
"B22d_2",0.353525370359421
"B31_1",0.0729933530092239
"B31_2",0.162738502025604
"B32_1",0.176705777645111
"B32_2",0.124387077987194
"Lmd1f1",0.865043818950653
"Lmd1f2",0.60921049118042
"Lmd1f3",1.08448469638824
"Lmd1f4",1.43216526508331
"Lmd2f_1",1.39278590679169
"Lmd2f_2",3.14080595970154
"log_Qd_1",-1.53814053535461
"log_Qd_2",-1.63953340053558
"log_R1d_1",-1.28462159633636
"log_R1d_2",-0.843034207820892
"log_R1d_3",-0.478898853063583
"log_R1d_4",-1.19676125049591
"log_R1d_5",-1.43790423870087
"log_R1d_6",-0.781653106212616
"log_R2d_1",-0.70029091835022
"log_R2d_2",2.32185459136963
"log_R2d_3",0.808266222476959
"gamma1",3.61172485351562
"gamma2_1",-0.106464706361294
"gamma2_2",-0.60842502117157
"gamma3",-1.08545553684235
"gamma4_1",0.355486392974854
"gamma4_2",2.89896249771118
"logit_tP_SB",-2.77266693115234
