"Parameter","Value"
"B11_1",-0.0930627137422562
"B11_2",-0.0292052049189806
"log_B12_delta_1",-0.665063619613647
"log_B12_delta_2",-0.160312488675117
"B21d_1",0.259249120950699
"B21d_2",0.159794270992279
"B22d_1",0.327844947576523
"B22d_2",0.291593283414841
"B31_1",-0.202364817261696
"B31_2",-0.590104579925537
"B32_1",-0.647016227245331
"B32_2",-1.30217206478119
"Lmd1f1",0.998943209648132
"Lmd1f2",0.690775811672211
"Lmd1f3",1.01539719104767
"Lmd1f4",1.47966575622559
"Lmd2f_1",4.0806565284729
"Lmd2f_2",-5.87151622772217
"log_Qd_1",-1.46885144710541
"log_Qd_2",-1.36813116073608
"log_R1d_1",-1.19572746753693
"log_R1d_2",-0.852345705032349
"log_R1d_3",-0.504804134368896
"log_R1d_4",-1.36257839202881
"log_R1d_5",-1.22143769264221
"log_R1d_6",-1.02160227298737
"log_R2d_1",4.57510805130005
"log_R2d_2",-0.872092485427856
"log_R2d_3",0.973535120487213
"gamma1",5.06220579147339
"gamma2_1",-2.30123925209045
"gamma2_2",-2.6122612953186
"gamma3",-1.30135786533356
"gamma4_1",2.10383415222168
"gamma4_2",0.671589076519012
"logit_tP_SB",-1.99906659126282
