"Parameter","Value"
"B11_1",-0.0546262972056866
"B11_2",-0.0889196917414665
"log_B12_delta_1",-0.729240357875824
"log_B12_delta_2",-0.367037534713745
"B21d_1",0.369635760784149
"B21d_2",0.210212424397469
"B22d_1",0.335595190525055
"B22d_2",0.498120695352554
"B31_1",0.0230539459735155
"B31_2",-0.281944870948792
"B32_1",-0.181968003511429
"B32_2",-0.012148154899478
"Lmd1f1",1.18556725978851
"Lmd1f2",0.835986912250519
"Lmd1f3",1.08080887794495
"Lmd1f4",1.33197772502899
"Lmd2f_1",2.55904388427734
"Lmd2f_2",1.53866255283356
"log_Qd_1",-1.57087528705597
"log_Qd_2",-1.39187836647034
"log_R1d_1",-1.07191646099091
"log_R1d_2",-0.94037914276123
"log_R1d_3",-0.61239093542099
"log_R1d_4",-1.30646181106567
"log_R1d_5",-1.49691808223724
"log_R1d_6",-0.679076492786407
"log_R2d_1",2.18377661705017
"log_R2d_2",-1.8046487569809
"log_R2d_3",2.69054365158081
"gamma1",4.03441095352173
"gamma2_1",-0.115866333246231
"gamma2_2",-2.4741907119751
"gamma3",0.479371905326843
"gamma4_1",0.0594294741749763
"gamma4_2",1.32862877845764
"logit_tP_SB",-0.594676375389099
