"Parameter","Value"
"B11_1",-0.0673178434371948
"B11_2",-0.169613659381866
"log_B12_delta_1",-0.728444159030914
"log_B12_delta_2",0.0171853229403496
"B21d_1",0.212890356779099
"B21d_2",0.318135291337967
"B22d_1",0.37932413816452
"B22d_2",0.224971875548363
"B31_1",0.0777739211916924
"B31_2",0.252490788698196
"B32_1",-0.0175175070762634
"B32_2",0.589651107788086
"Lmd1f1",0.972547292709351
"Lmd1f2",0.714931011199951
"Lmd1f3",1.01213049888611
"Lmd1f4",1.31177473068237
"Lmd2f_1",-2.64836955070496
"Lmd2f_2",1.41347789764404
"log_Qd_1",-1.43218076229095
"log_Qd_2",-1.39829850196838
"log_R1d_1",-1.35637044906616
"log_R1d_2",-0.904852449893951
"log_R1d_3",-0.514078319072723
"log_R1d_4",-1.35735833644867
"log_R1d_5",-1.47201931476593
"log_R1d_6",-0.822402536869049
"log_R2d_1",-0.0156485605984926
"log_R2d_2",-0.00739047955721617
"log_R2d_3",1.04378306865692
"gamma1",4.03739213943481
"gamma2_1",0.226316496729851
"gamma2_2",1.46716547012329
"gamma3",-0.806638479232788
"gamma4_1",0.333912968635559
"gamma4_2",1.12108469009399
"logit_tP_SB",-2.58603286743164
