"Parameter","Value"
"B11_1",0.11600786447525
"B11_2",-0.161338627338409
"log_B12_delta_1",-1.22375285625458
"log_B12_delta_2",-0.0684088170528412
"B21d_1",0.385955184698105
"B21d_2",0.228064551949501
"B22d_1",0.571203172206879
"B22d_2",0.250012218952179
"B31_1",0.00772487511858344
"B31_2",0.044395674020052
"B32_1",0.116072326898575
"B32_2",0.0990563333034515
"Lmd1f1",0.88056492805481
"Lmd1f2",0.718824863433838
"Lmd1f3",1.11130940914154
"Lmd1f4",1.46562874317169
"Lmd2f_1",2.29335188865662
"Lmd2f_2",-0.211297929286957
"log_Qd_1",-1.53469634056091
"log_Qd_2",-1.61144924163818
"log_R1d_1",-1.16088616847992
"log_R1d_2",-0.786103069782257
"log_R1d_3",-0.465194553136826
"log_R1d_4",-1.23284661769867
"log_R1d_5",-1.37392675876617
"log_R1d_6",-0.705683171749115
"log_R2d_1",-1.29365587234497
"log_R2d_2",1.79245948791504
"log_R2d_3",2.24068021774292
"gamma1",3.89333200454712
"gamma2_1",-0.968951404094696
"gamma2_2",-2.30185055732727
"gamma3",0.0497853457927704
"gamma4_1",-1.40688812732697
"gamma4_2",-1.79837095737457
"logit_tP_SB",-0.683004558086395
