"Parameter","Value"
"B11_1",0.029677327722311
"B11_2",-0.152580544352531
"log_B12_delta_1",-0.939323961734772
"log_B12_delta_2",0.132173717021942
"B21d_1",0.329342365264893
"B21d_2",0.312496304512024
"B22d_1",0.426278173923492
"B22d_2",0.125057727098465
"B31_1",0.00354769290424883
"B31_2",-0.325476348400116
"B32_1",-0.25319892168045
"B32_2",-0.494081884622574
"Lmd1f1",1.20991396903992
"Lmd1f2",0.92940092086792
"Lmd1f3",1.02457714080811
"Lmd1f4",1.38133668899536
"Lmd2f_1",4.19043588638306
"Lmd2f_2",1.09672689437866
"log_Qd_1",-1.81188118457794
"log_Qd_2",-1.43332278728485
"log_R1d_1",-1.09339666366577
"log_R1d_2",-0.967526078224182
"log_R1d_3",-0.556267380714417
"log_R1d_4",-1.33836531639099
"log_R1d_5",-1.41504371166229
"log_R1d_6",-0.825776219367981
"log_R2d_1",1.58686673641205
"log_R2d_2",-0.0941689312458038
"log_R2d_3",2.12462592124939
"gamma1",3.37562394142151
"gamma2_1",0.361574292182922
"gamma2_2",-0.29343980550766
"gamma3",0.533560872077942
"gamma4_1",-3.94257211685181
"gamma4_2",-1.96917724609375
"logit_tP_SB",-4.66852855682373
